UserId,BusinessId,Pred_rating
i8A2gJfUIJPGFvzbFhg6Tw,qjnJFZtsY_nfRzoL3J_UWQ,2.6527189959930593
0VGyHs4wBTSdulD4KGgamA,jItm9rWFREGUkHMJZRbbPg,2.0
yKACyBwZooyW6C-90fm1dA,8EZ3V_eRfhTRCjpdTD2tug,3.494883137368656
yKACyBwZooyW6C-90fm1dA,I6EDDi4-Eq_XlFghcDCUhw,4.2517698791500855
DfCnfqiK2lJMViVcuxjO6Q,zYRBRfYuq_6x-wNKa8NqrA,5.0
xVnQBHLHsFQTUvinc2IS7w,s9CG5XGXJQpP03iYFIHeLA,5.0
pJy0T9B8HrPjsc0_QxCsyQ,a1v8QIdbA_HTg_YyNlBY_w,3.4
1CKO9EEQ85WwP0uAy8pZhw,pfyH89xsKRasjCp1j9z3vw,3.0
K5pAN2dD-THL-wRBZmL5HQ,yfxDa8RFOvJPQh0rNtakHA,2.8433374221824037
bAzdeuQiR80wVOLUh7ox7g,NCFwm2-TDb-oBQ2medmYDg,4.361521191920466
Maj7Gl89JLK9Sp21ckrvew,aqONNC5onqX6EqHHUO1CJA,1.360615421032985
LoTj1vS41ifdRPlXcS-URg,LKzDrKa0FRrRATi1gqPEiw,3.5
LoTj1vS41ifdRPlXcS-URg,nTc-Qj_-ABZrpM9YSpJ6jA,4.4305008740430605
9kb3j5CuU1zTOHcZ9WlKNg,iCQpiavjjPzJ5_3gPD5Ebg,1.264848900105789
OEWLzM2WuBRl0dFEkgmTQw,UoRSHohdGuzfrpydZ9j0Lg,0.1514515667063182
FtkKUwVCgo6MwEPtJ47cog,Hr_Bk65xD2yQxjJhhorH1g,2.970283595675661
FtkKUwVCgo6MwEPtJ47cog,dz96lDJnkYbk8s61L1vZYw,3.18429617802788
FtkKUwVCgo6MwEPtJ47cog,bzWo5eA5zZjktINg8DdAjw,4.093396702896191
SZ0LqZ9z5WZAs_QGJmMduA,dKdApYVFDSNYsNOso6NYlA,0.04287895291414598
mN1eee0_j-dglmm57NAf3w,RJEnPm-97UM7Gp5H83ZXsg,3.66559175566118
iB3iW2re2A4LQEFcpXExFw,NCFwm2-TDb-oBQ2medmYDg,3.8291180175924233
iB3iW2re2A4LQEFcpXExFw,6Ct57qgmXwOnzfSZoUGh0Q,3.446590881499864
iB3iW2re2A4LQEFcpXExFw,w9gr1-mA-7zBHPjPL87Nsg,3.9166602047706056
iB3iW2re2A4LQEFcpXExFw,CBb7z-MTbkzBvsUHBDqxEg,3.8887466351566955
iB3iW2re2A4LQEFcpXExFw,GFpvbITFCI5actM612DjpA,3.808903473339486
_pyEzgAtUSsogY8aqsZG4Q,sRirP65Q7BSg3Lj9FdkKWQ,4.370580481111394
_pyEzgAtUSsogY8aqsZG4Q,BY9JxpTr9XAHJcgOMccz1A,4.041666666666667
dvfTKo5Q3AbvdUfqhRqo7w,S1N5-ZXwR4fUIPs6dLnBYQ,3.0
sU50ZBMe4_s64QqoIHlhaw,SXTEcNRfzOFwwI0nN4vsCw,3.0
0in2lZcHmh6VqFq7_0nhUg,pKk7jCFIm96qDdk0laVT2w,3.115721942047218
8e7yjKlYa23YjLErHfgN3w,yQab5dxZzgBLTEHCw9V7_w,1.4152207330514819
T_GUcbHmVZYYDwdHqQ-wcQ,aY8xiGLpTjIkz6FAJbCy7A,3.9475277431248825
T_GUcbHmVZYYDwdHqQ-wcQ,MA465c4XL7_m9p_6_ztRsw,4.0
Yw_3b4FvSCWQD8Ta5fL5Uw,gnqHyA6gY2-m9S-FKt6Xqw,3.8005139165207944
Yw_3b4FvSCWQD8Ta5fL5Uw,wsuzuLD3KV7L8oMinLCI0A,3.588612806987096
Yw_3b4FvSCWQD8Ta5fL5Uw,EgtyW19V-64c6PmRuvzSEA,3.0
0koJ8HNgTDeSoz83rxrlgw,QcogA6JDOV7gIjEHlSqGCw,3.875
0koJ8HNgTDeSoz83rxrlgw,YSYDJTCt5kzY2kKnLNGRiA,4.421705423597225
n2xGqfJOdUXuzGqY1tCUGQ,pJpjgXH5lgJtIJos9GqetQ,3.9250492416020086
mQ2fhdXToxGFaNUKuaT91Q,tfyo91UdSIYU0NpynvYLsg,-0.4999999999999999
IoFdCIye9agWz6vQfR0sDg,XMMLRvV4IMxIGyc4H37LxA,2.0
M5n8mMFoeXjnJEV2gxyGGA,LsjYGLrWe6psx1y5m2J-4A,4.054441199771572
bpgfLdp69PIjI83hIsAwog,0rrq-d9iNL2rrLET61v7jg,2.7627740430527123
bpgfLdp69PIjI83hIsAwog,XmsBtCykUtObXg4Q1mYpvg,3.718685596011029
bpgfLdp69PIjI83hIsAwog,brIaz5gTzBX6fgJNQZbUCA,3.159863437843213
bpgfLdp69PIjI83hIsAwog,sdfmHavBrOZMMsiBv2sg7g,2.9746212887379366
bpgfLdp69PIjI83hIsAwog,lUBlgJ-rDDdwpi6d38L2tg,4.222222222222222
bpgfLdp69PIjI83hIsAwog,rdXAuI2fKilcf65W-QoASQ,4.038964395836046
bpgfLdp69PIjI83hIsAwog,kUtQT0IgfJaBE-5uP0r4sQ,4.023706806163173
h0YuVXpwDPRkNFoCKmk5_A,eS29S_06lvsDW04wVrIVxg,4.323584669098829
9yuOMbrURP4we2CIZVuGdA,6pM2YxQH8dQYs07_CH3Z6g,0.6264048030874595
q9iOvVsQU7V2_cIHYnKAcw,VvSmE1NnTjnaTPHT0WrCaQ,4.506979242155688
q9iOvVsQU7V2_cIHYnKAcw,IWGS0FIr9RsrbK_cuqCYYw,2.5271984736903366
q9iOvVsQU7V2_cIHYnKAcw,d6G0w_e3GaA90NSQeovShA,2.688245801875146
q9iOvVsQU7V2_cIHYnKAcw,G-LwYGh6NdXKjqCKKSxQfw,4.403855445029178
q9iOvVsQU7V2_cIHYnKAcw,xVHzCbDWCwmyavF5PgJRmg,2.535338579064599
q9iOvVsQU7V2_cIHYnKAcw,bN9WeldcsIAowZ3p_ubZAA,4.3228238124190055
EiSdTjwv9RwFyhC08nMcgQ,SMPbvZLSMMb7KU76YNYMGg,3.254077427054279
ZW-XoteNlRuuK-19q1spmw,2pOE6yvSNjJ7RNV5in_nLg,4.0
ZW-XoteNlRuuK-19q1spmw,Abm-1HRGPyevBtnC3Rpxag,3.8175981956812697
ZW-XoteNlRuuK-19q1spmw,nmOJhPW62nCiuXHJuWooIg,4.1977598920225425
ZW-XoteNlRuuK-19q1spmw,9dqdzRzjSfbnMvjUGqWBAw,3.1745389272212923
ZW-XoteNlRuuK-19q1spmw,RVQE2Z2uky4c0-njFQO66g,3.8205374965807373
ZW-XoteNlRuuK-19q1spmw,dPcrrINXaDFtfQD43-hVig,3.6355707623619518
Z5tRfEJyk1cXfLMErY-q6Q,d9VHRDmg37JrC8o7gqHxsw,3.0
P5Sglj4XyNsWb_cR3k3H5w,ry-FLqYclt7okJbdYcmOhw,0.2718428093366296
W7Nl3wEibJ5VgFlJLvPA4Q,IALVdIEdp8n6aJed1hBGhg,3.6962025316455698
W7Nl3wEibJ5VgFlJLvPA4Q,-s5zZEv5u9XWhx1i5E0_pA,2.734820695523906
W7Nl3wEibJ5VgFlJLvPA4Q,pdr6U7qSa9jIivVy_glF-w,3.0
W7Nl3wEibJ5VgFlJLvPA4Q,9iJa370SdefztNplnESMoQ,3.696799022107229
W7Nl3wEibJ5VgFlJLvPA4Q,kOdUMpzZLGXIh0Y4MmiJeA,4.0
W7Nl3wEibJ5VgFlJLvPA4Q,d-wvSnFt6JAZBzqMiGpvyQ,4.22042726008411
W7Nl3wEibJ5VgFlJLvPA4Q,Tw3miGKZHtmxmaQZIYFRrA,3.3411745971431746
W7Nl3wEibJ5VgFlJLvPA4Q,0jAexNHRHhkQv4zNYqenBA,3.883861961471785
W7Nl3wEibJ5VgFlJLvPA4Q,jRfQX8enRhWHf7V5zP5U8g,4.0
TqVXP6hqD6UL1kG_oCxqGg,uS0LUH0HEUSLBchE-L46YQ,1.0
s-F6wXT5cbEd_CvtwxRchA,JtQVBCYzDyrDYdHXdLi6Jg,2.598257690019222
jEBySjq6tgL-_R3P7LHq0w,ruWTngdiC68O9la27hvvHw,4.1
jEBySjq6tgL-_R3P7LHq0w,QPHU1AE3Fpxjhfiinv2LZg,4.0
jEBySjq6tgL-_R3P7LHq0w,6ZToSgkyF-3Vl_ugn9AvxQ,3.7008805255205637
jEBySjq6tgL-_R3P7LHq0w,l4qomOr-2ZDOjWXSZXpzZg,3.8744838982191556
jEBySjq6tgL-_R3P7LHq0w,0CB7YB1qRSWLQvMbHw3Fmw,4.4
jEBySjq6tgL-_R3P7LHq0w,QbdADbSI908Or0ybjuQLxw,3.7459016393442623
jEBySjq6tgL-_R3P7LHq0w,ZibmYdOPKLlqDM9oR6xzOA,3.1991544415350304
jEBySjq6tgL-_R3P7LHq0w,VKmGedwOk-16D7OawNg_ng,3.3
jEBySjq6tgL-_R3P7LHq0w,Qc0l8rZ3nvrcERitgxu8XA,3.9
jEBySjq6tgL-_R3P7LHq0w,XlUuMGMvkzy_QLAUTEe-fw,2.1092372064092686
jEBySjq6tgL-_R3P7LHq0w,Bm8nRUsZ-dK6g2eJLxMTOw,4.3
jEBySjq6tgL-_R3P7LHq0w,S3-Zmeg2FALMsx9GhHJ5HQ,4.3
93oys2EnUUO7lm62eukTwg,NSBiCz9CRowb6uwpC3vZrQ,4.0
jL6j93wwwaI5OaLFLjnLrw,ub4JnrvtBi0nTTBiSJY8aA,4.348915260374019
-cefE54dkMI9cJ8kWudebg,LKzDrKa0FRrRATi1gqPEiw,0.9392167823718707
GBwxQzMFwxMtRprwr9i6UQ,0NmTwqYEQiKErDv4a55obg,4.084516491981007
yf31S17vHOZfAYbqafRkVA,45LsbisLHRG0IcNt2_aWmQ,0.5000000000000009
c4K6T9igqe5WSe-nMP-bNw,AV6weBrZFFBfRGCbcRGO4g,2.884792361551195
NnOJAzj8HnYWEqu9cV6_4w,IT_4EEIbv6Ox1jBRMyE7pg,2.6432205426654156
u4iBXHU_ZCUIXymxkcsHdA,TdMEsI-NKn64Pz3y62y5sg,4.2
u4iBXHU_ZCUIXymxkcsHdA,s-zwyD8YOm-y3AbRrsRx7w,3.548839551227474
u4iBXHU_ZCUIXymxkcsHdA,5Rh6E8PpHiyegNbbeNX5Ug,4.0
u4iBXHU_ZCUIXymxkcsHdA,z8H4Mdzl4jS9pYswj6Jf9w,4.208028994844934
u4iBXHU_ZCUIXymxkcsHdA,HL6ZzGF7V-KDaU0zziHyEA,3.6012755253129667
u4iBXHU_ZCUIXymxkcsHdA,VZl29j0EMaXP_RLf78sR9Q,3.779817293147748
u4iBXHU_ZCUIXymxkcsHdA,eJ9L40jm5VOXCIq7xs9kQw,3.8792879366625126
u4iBXHU_ZCUIXymxkcsHdA,ry-rcjWrzY5nygBW_zswjg,3.3921211780196905
u4iBXHU_ZCUIXymxkcsHdA,xLifcMUnjA8cVB8ANb_1GA,3.4666666666666663
u4iBXHU_ZCUIXymxkcsHdA,RwRNR4z3kY-4OsFqigY5sw,3.379100746710739
nHNiswLvy5qgQ7XlE0cvDg,ECOkEVUodMLUxvI0PMI4gQ,4.0
uvnEFgR4Y4xg0Ad5GnLreg,cJWbbvGmyhFiBpG_5hf5LA,4.52608875023033
J2Aii7GdFK7Caxem6pk7rQ,N93EYZy9R0sdlEvubu94ig,2.0969237182174445
J2Aii7GdFK7Caxem6pk7rQ,uAAWlLdsoUf872F1FKiX1A,4.835888150307762
J2Aii7GdFK7Caxem6pk7rQ,ujPuhQdg8-GCJQg6BoRJtA,4.0
J2Aii7GdFK7Caxem6pk7rQ,C1JNZrYl3H-YzF1dys9SoQ,4.8
J2Aii7GdFK7Caxem6pk7rQ,3ca83WSP-ZSLgz_oE3wUkQ,3.6794871794871793
J2Aii7GdFK7Caxem6pk7rQ,7LURynIRYeS7jcfadeRASg,3.9
J2Aii7GdFK7Caxem6pk7rQ,5jtxiHzuaFLoJxevfJNxRQ,4.000000000000001
J2Aii7GdFK7Caxem6pk7rQ,cVlW0omVTRaVJqnT-OBBsQ,4.5
H8O67dKe62p2CNsrxN_u6g,1hfYBwAI7pFz50l5n4JpqQ,4.0
H8O67dKe62p2CNsrxN_u6g,irx72bUk68BCHmKN9ZYHCA,3.2130666206706513
kg8tWKYrB9I6VThlxTaD-A,YuiM5VKscO8rS1EX7f19_g,1.8995895149288216
uQGJgjf9ubj9AOYwVVkETQ,j5nPiTwWEFr-VsePew7Sjg,3.9424656365779027
B3I2gWtcgqOW4gW4KGQurw,aLlREPOEtt3JzeDCagHytA,3.2858453967109167
ZJCWUrxd2YzEj5yLshYn8A,5EIuCcoHY2evAhFMBV6G6g,2.5
WAmQq0Fn-gy63bdIqpM8BA,KSSOnRQ1YSciCIkR-qOR4A,5.0
OKUs_ZvoDYkgg-bFRfmHCg,ps03u_P469lpTqYHOedgUw,5.0
y4kNbdW1kVfzJlIGepxxDQ,thBWpIcP6vclsHS6GfI1dw,2.3454907643595875
2ad9Ug6RNpE3AhCRpus4mg,whAwdYVty-jSNRhrYT2zHA,2.1681797731788506
2ad9Ug6RNpE3AhCRpus4mg,frCxZS7lPhEnQRJ3UY6m7A,2.5823592372115036
2ad9Ug6RNpE3AhCRpus4mg,mVomtOMgBxbGvdPSaF2HjQ,3.2272711569441417
2ad9Ug6RNpE3AhCRpus4mg,XPLSNGSClW8gR5BTcvyOhQ,3.5280464563686618
2ad9Ug6RNpE3AhCRpus4mg,QXFR-zMLMYJYekCytv7JIg,2.8852459016393444
2ad9Ug6RNpE3AhCRpus4mg,6Cl15LapBVhw4ZfBIeVJJA,2.7382423951963197
byoJFuMJ7N2iq3UHFydcYQ,CVnfj-UBgOSEvcdt4eWUeA,3.2
nO_nVUNpTHIiwg5uQbaCBg,dIA4aUlrRHthZDH5oqwuvg,4.0
jHvGfnf3zzm_X0plm8vHXg,wghDrzcZ0VloAtaIZ7GEBg,4.878510772549886
qDa-XjRSCHZpV_qMsgJs7Q,K-uQkfSUTwu5LIwPB4b_vg,5.0
NqzqrENgSH3Beg_-BpIy2w,w-ziUIHmB8Zkeior7jZAPQ,3.3969539991382898
NqzqrENgSH3Beg_-BpIy2w,tbeyonV9fwKRf1jFZ4dfqw,4.132070307385405
NqzqrENgSH3Beg_-BpIy2w,-8iwcXhLnyqbLgvcrJGgaw,3.1
NqzqrENgSH3Beg_-BpIy2w,KJMC9x2VoSIwMh2lA1pfaA,3.5459442486795503
NqzqrENgSH3Beg_-BpIy2w,DkS8Fwy5nsbOUlbU9sITLQ,3.811880893356856
NqzqrENgSH3Beg_-BpIy2w,V_VQ9BgbLEzL9mPLQQlc6g,2.7285746330577445
F54KUtdpdSdjNTl4xfx4yw,T70pMoTP008qYLsIvFCXdQ,4.0
XE4F99D2jA6Fj0BWSVbRWg,RyJIi1IP0UQ5qGbwazgsIA,4.424807680927192
DJH_tvMzI8lxHQGB7tNyFQ,O_C-2kZMHGnq3ZDL_OaG6Q,0.85156293543558
GKQgCULAuiVur--lP_0tkQ,SsN-SaGGkJn2Qm-jSDQ4aQ,3.844719630018996
EBa-0-6AKoy6jziNexDJtg,zHYjts6JqKBiKM5ZbO8eHA,0.39999999999999963
KVlLvyS2WNRgE1nochgMVg,XnJeadLrlj9AZB8qSdIR2Q,3.8365080259735094
gYZlUv_VmsXrcjaTiDAHSQ,0W_ICY9MEOIyuZFdChwpnw,4.899606144089142
gYZlUv_VmsXrcjaTiDAHSQ,aT9jGDqTCvVjGjbYC969Rg,5.000000000000001
gYZlUv_VmsXrcjaTiDAHSQ,RUd_M7DPJq1I3DPq0oF--w,4.810643640641635
gYZlUv_VmsXrcjaTiDAHSQ,Yl2TN9c23ZGLUBSD9ks5Uw,4.6814926754299195
gYZlUv_VmsXrcjaTiDAHSQ,IRd0jvnfJ3tV6AMlYMajzw,4.3412914251270305
PBSk4cQN8gA8ysKFz32PLA,xIbtbAJLWLNZcqfqF4f-Nw,4.208828865596705
PBSk4cQN8gA8ysKFz32PLA,FirWX-Ep5203TsdiGgShKg,3.302283246013491
PBSk4cQN8gA8ysKFz32PLA,GMcit-31kUNFVulQGwSEwA,4.205506530899381
PBSk4cQN8gA8ysKFz32PLA,iUHz8jIWjkbx6pXsTUNIaw,4.0
PBSk4cQN8gA8ysKFz32PLA,jDHDb20vTRKdJou7XE1DjA,4.402030368543474
PBSk4cQN8gA8ysKFz32PLA,HGLMe4y0y_VsBkDLdpfBLA,4.106285920162721
PBSk4cQN8gA8ysKFz32PLA,6ON9B6DsL5cUnPmIy8A06w,3.1565969310986555
PBSk4cQN8gA8ysKFz32PLA,3rWRNL9sFX4YiWPqaUvUzw,4.189136488850784
mz9vD8jY9NBlGB3RQ_4UHg,I-VD-o4JDGSG5GHQ2EbrVA,2.2932274752188513
mz9vD8jY9NBlGB3RQ_4UHg,VtgFuz3LXsrGB-SzPSQbDg,2.2857142857142856
mz9vD8jY9NBlGB3RQ_4UHg,jm-4zv7wIsEjgA9ApIXUyw,5.0
mz9vD8jY9NBlGB3RQ_4UHg,nUfeYJ_YEaDzggPKnYry3g,3.047708535840938
mz9vD8jY9NBlGB3RQ_4UHg,PmBIb_kx1twn9SHc8uRiEg,1.3333333333333335
mz9vD8jY9NBlGB3RQ_4UHg,J8GuDrqeLH1xMpSpeEixYA,2.6001380244838885
gVaFXfqESHZ651BBvvltMA,ZkGDCVKSdf8m76cnnalL-A,3.439698292325273
gVaFXfqESHZ651BBvvltMA,Al0uCu7s9LQEURwV1F6Bfg,4.053948652450921
KDWDLI0E1mSN1G5XelGkBQ,m7ommfJFalI47UksyX04Iw,4.346802862416371
KDWDLI0E1mSN1G5XelGkBQ,e4H5_-L8lrqVIO4yuAHn3g,4.0
KDWDLI0E1mSN1G5XelGkBQ,vuNwIrd6Dx1AK6VxS43r0g,3.5
uAFG11WgN0Q1KGtldW68IA,N8ArHOgRDI8wOJIOZaEHyg,4.0
197Ih1SgXyHh0tf7Heqr8Q,5Dt7wNmvgCQB7LuD-rOrvg,4.0
voXU5A3FfOcXZ2VNsJ0q4w,AUv2UoAAi7VASJ6VK5lOlw,3.5251824406594405
voXU5A3FfOcXZ2VNsJ0q4w,Ul6JwluSTm12PVDIqnNaTg,4.052902654054675
voXU5A3FfOcXZ2VNsJ0q4w,H-B_JoResY4PyXND1_DQfg,3.730006153478844
voXU5A3FfOcXZ2VNsJ0q4w,Bj8SEo-9tkOjXIYSub3Wag,3.2845358628461065
voXU5A3FfOcXZ2VNsJ0q4w,RG4NphZCi8Pw6Ei-g6oaqg,2.9886332167546907
voXU5A3FfOcXZ2VNsJ0q4w,-9dmhyBvepc08KPEHlEM0w,3.8112957307427466
emvPvdMlIwOwL_wRBb8Gfw,3xmfT7l3xNH5LK1dLzfvGw,2.0413633634603214
cRpb3vFy3xfnB8Giv59Mfg,meXjqyhTNLFmknY39y2sMg,4.73943220748382
460PoNGmuFFKF4cJ2XQj9A,5iSmZO0SrKU6EoXK_1M8Kw,3.6666666666666665
460PoNGmuFFKF4cJ2XQj9A,E9yJ-dGaCuBV6fLF6MNkVg,3.8130841121495327
460PoNGmuFFKF4cJ2XQj9A,Yk7fxB4-8MeFd6HkEF8wsA,4.1
460PoNGmuFFKF4cJ2XQj9A,SIqwJPn603ChWpxneRpVag,4.25718214512914
460PoNGmuFFKF4cJ2XQj9A,iqL35L6AdFMMkRrAcK1uLQ,4.1
460PoNGmuFFKF4cJ2XQj9A,QBN_TcWQ1mZrzekFM4p0LA,3.5945682444253926
460PoNGmuFFKF4cJ2XQj9A,MDoI5wE1eCLEZUNL-IVerg,3.9
460PoNGmuFFKF4cJ2XQj9A,P8IsTiHq5Hesa6UPL604ww,3.5593812827072835
460PoNGmuFFKF4cJ2XQj9A,EhKUsUJK73P1dMlTHJFUvA,3.8130841121495327
460PoNGmuFFKF4cJ2XQj9A,XndboLEYVjm3v6MQQM-TtQ,3.317457988840476
VnMNQPaMSYkUyiFCAEonPw,uLzgiSqVg5Pr93VVXSdOlg,5.0
PKZMMs0vgD-5a84szJ6DbA,eEnNw3_hBvxcFHyr23kAuA,2.9224617932614145
PKZMMs0vgD-5a84szJ6DbA,kRgAf6j2y1eR0wOFdzFAuw,4.138105199682833
Ot3pZSB9DdWmQpbi0DSFhw,xBxDMEkFK5GBhiy-8gGE9w,1.5073721907619404
90xPUscApJ9qh1iPptGmRQ,dLc1d1zwd1Teu2QED5TmlA,3.8686589484467944
90xPUscApJ9qh1iPptGmRQ,99SN6hku1PToQ2E3-4h8CA,4.195443951869105
90xPUscApJ9qh1iPptGmRQ,TpZO3sokGBg8mDYyTRiGiQ,3.339801190841326
90xPUscApJ9qh1iPptGmRQ,LprNAY4S7Vthc-hnqLI3Pw,3.0390801207560827
90xPUscApJ9qh1iPptGmRQ,u7CxxEzx8hvjoJ8onN4zTg,2.8863215130793347
90xPUscApJ9qh1iPptGmRQ,DGeupkmvo1X1oKn-sv9UQA,3.75
90xPUscApJ9qh1iPptGmRQ,hFuhiLDa9uHjg4fZHjI8NQ,3.6131433001700084
HEzVlIJeVpwjiNCPXNM-aA,pKk7jCFIm96qDdk0laVT2w,3.549987943440953
HEzVlIJeVpwjiNCPXNM-aA,I4Nr-MVc26qWr08-S3Q1ow,3.224052219261042
HEzVlIJeVpwjiNCPXNM-aA,EAwh1OmG6t6p3nRaZOW_AA,4.0503237086602395
HEzVlIJeVpwjiNCPXNM-aA,hsBuzCanNzM2DsOAhYYAhg,3.9282032302755097
fRIS3H-HltbktixjkFO2xQ,RmwfJrR4__hd5Scae5qsTw,0.6035376194745943
cWDsKRm_PmMlyrX9Sbt8rw,5z1WIr7E9P2CSzyN5seeSA,0.23141513111807488
V0C7npIovJPVdDO0qZcAww,ujHiaprwCQ5ewziu0Vi9rw,1.7503221375112494
Gp1apSU9XZ-RVn6ej-YWuQ,89uU51kOiQXbJHVA3C6XMQ,4.141577087572567
a7bZHb4rLMqJ04DwQIPd4g,lveadz48Q0_ke_p80D2rhg,2.0
OTau2aku3iy5Bb2iPAn0Qg,V9klA6JGT6Fz2UpVP_7sBw,1.9094926170799373
M7h3ZRLfL-SZkTA5tR0Exw,liGn7sPOvUuy3kcwbhRkbA,4.0
M7h3ZRLfL-SZkTA5tR0Exw,8eSmXnZG0N1GRsqiFeU9uA,4.799693113968921
u1q3SJTUlY6D3QdllwENCQ,BF4RaOWyjLDa9OvriKc1sA,2.855242776177474
u1q3SJTUlY6D3QdllwENCQ,ffUMyqLvDLcsed5p_7wy5A,2.8273616495472518
gm8nNoA3uB4In5o_Hxpq3g,JcFyuyo0Rt6gDiVZ9yJ3VQ,2.5943324417361446
gm8nNoA3uB4In5o_Hxpq3g,5shgJB7a-2_gdnzc0gsOtg,3.1986185968313294
gm8nNoA3uB4In5o_Hxpq3g,7fxebHYUwIF6CakxSr70iQ,3.83450927242947
gm8nNoA3uB4In5o_Hxpq3g,ntfDRwVlUb3nmWdMdPjq0Q,4.203586835580083
gm8nNoA3uB4In5o_Hxpq3g,pmoIMK8zGWvKsVOPDBYfzg,2.80420312082701
gm8nNoA3uB4In5o_Hxpq3g,w8RWhhuKxMiFCpvFvIQ3zg,3.095046332470481
NFn5jG788worDUNbmQRktg,4JNXUYY8wbaaDmk3BPzlWw,3.0146112909854192
VnD9lZjizpOcioIJlTqQpQ,-kG0N8sBhBotMbu0KVSPaw,4.273253839987152
m6Beb8Tt1tfa6-5ET0aNWg,7-WXY8gfKqltecyDUc6Ghg,3.0
8GtX-vTqb9Z3WrzpZWWlkg,XZbuPXdyA0ZtTu3AzqtQhg,5.0
miYadhpWV81SXUEae3LX_A,tT1fLK44nm9O0UjirtSWPg,4.035714285714286
miYadhpWV81SXUEae3LX_A,GafHnaxHetx3Y-BXDbZN3A,4.090909090909091
miYadhpWV81SXUEae3LX_A,UVaRGEMPViXT4ENxXg2EJA,3.901624682049257
miYadhpWV81SXUEae3LX_A,PZtY6wMyrVHNX6kfhkL7Iw,4.011450746957197
miYadhpWV81SXUEae3LX_A,sAu9UJ5tvY6sc9Q_gcVV7Q,4.0
miYadhpWV81SXUEae3LX_A,fDiyDg1pUetf9dMLFJ6oXw,4.2435606814137
miYadhpWV81SXUEae3LX_A,XLk8oE42uEb5z3ls_55frA,5.0
miYadhpWV81SXUEae3LX_A,Xt5h0zxLYOJggf0g-ERXdA,3.8750000000000004
2UuT9LYjYliIdxqslrkpOA,DXlDzOcpdUE_F21tok0fgw,3.946206278879482
